-5.518410, -18.426116
7.063695, 100.441003
-8.515615, -57.190307
-4.962353, -20.424181
-4.435724, -26.448666
-0.291480, 21.940458
-7.339271, -54.878133
-8.337907, -65.263832
-0.713295, 13.540416
2.556061, 41.897587
0.298030, 17.807011
3.672800, 55.475931
6.873527, 96.602369
-8.242380, -52.320666
3.998053, 65.145781
9.357720, 133.176327
0.877679, 20.577243
2.345416, 53.002123
-5.044700, -22.791262
-7.029398, -53.003301
-5.895779, -48.986100
-0.133430, 17.923054
9.834972, 121.450116
-1.894317, 2.290853
-1.073538, 24.538522
2.861520, 58.579475
6.164132, 73.180600
-7.026815, -36.894003
7.587202, 104.405116
-7.227354, -46.589523
7.695566, 102.200913
-2.260948, 11.780211
0.300040, 25.968605
-6.738492, -51.136568
-4.305996, -33.315626
-2.487189, 10.527801
-0.262987, 37.762200
-2.291354, -7.258988
1.264063, 41.429698
9.463463, 110.025475
-0.673274, 23.620345
-3.482189, -14.776141
3.812971, 65.766841
-1.401059, 16.606252
6.057470, 91.258046
-3.058230, -1.031664
-6.893029, -47.410823
6.331832, 81.137526
-6.655075, -31.235791
-5.077752, -29.657587
7.729958, 118.172743
-7.886256, -61.527785
4.527354, 66.952244
-5.781560, -34.571602
-7.051457, -37.061527
-8.536001, -52.276602
4.837595, 69.492300
-8.970239, -62.024636
-9.759525, -69.451907
0.356261, 33.426409
7.239314, 103.367223
-5.430588, -25.265773
-8.443497, -60.774016
-8.154226, -49.331179
4.861183, 84.277509
7.471620, 98.644070
-4.420365, -4.033831
-5.974326, -22.581710
-4.714637, -21.782060
2.730478, 47.416858
-0.926356, 15.241294
3.177222, 55.418842
-1.532063, 8.779685
6.431980, 93.835504
-3.330694, -7.734696
-2.925649, -4.961116
-5.742453, -35.253154
-0.341591, 36.162998
0.071790, 34.631099
-4.877027, -19.630377
-2.208828, 18.324718
-8.381641, -53.371382
-0.302641, 28.449963
5.386828, 88.370906
-9.857524, -62.436015
6.182947, 76.633128
-5.644797, -32.419171
4.843028, 77.464189
5.770952, 76.519303
-8.226280, -77.994754
0.652588, 29.552931
-6.057976, -17.490124
5.083135, 71.991914
0.469349, 30.855034
2.878633, 55.808219
5.530495, 82.527663
-6.177397, -31.665150
4.513441, 63.018634
5.836208, 77.598093
-5.623643, -22.586660
-2.627245, -2.731252
8.706785, 120.587219
4.179364, 64.199470
-3.627048, -19.681455
7.795278, 99.447084
-2.971389, 4.243944
-1.762163, 3.719187
6.034505, 89.137811
-5.712948, -30.748794
3.884797, 57.913648
5.633234, 77.924997
1.824895, 50.923412
6.555929, 78.358315
5.677802, 64.088343
-7.082005, -49.281745
7.629052, 98.666486
4.206435, 64.754016
-4.269994, -18.321171
-9.773403, -70.249171
-9.466405, -74.343061
3.532711, 47.339225
4.549006, 60.147256
1.649521, 40.552856
6.786396, 84.008671
-7.190833, -43.748816
0.722858, 33.460595
2.811510, 50.321636
-9.900892, -89.807918
0.974557, 17.769283
8.991100, 110.713480
-4.728658, -25.740112
-7.464717, -50.175673
-7.509702, -34.077468
-4.547249, -10.205822
8.418860, 108.100315
-6.451873, -32.570729
5.556370, 97.535712
-2.368541, -3.643023
-4.156871, -22.646362
-5.453455, -39.226105
0.491216, 41.086376
-9.282149, -65.788562
-6.063188, -34.114758
1.021757, 32.703428
8.878852, 103.972886
8.818263, 106.720963
1.646782, 43.888960
4.991371, 74.212566
-9.667024, -70.227068
-8.358295, -63.358399
-2.699740, -0.646700
1.291116, 32.078263
-7.734884, -40.152789
9.024619, 122.765638
-4.866705, -29.196177
-0.919598, 9.414173
-6.479613, -37.422181
-1.556493, 10.456829
-3.187706, -1.439809
2.146967, 43.639677
-6.949788, -34.812173
1.047270, 29.522241
-0.152061, 11.610946
0.733556, 41.920544
6.731722, 89.897192
6.783382, 90.944370
4.011542, 62.353781
-4.462518, -16.901996
8.884882, 115.029942
2.141137, 47.283162
-8.396991, -51.185961
9.439068, 125.112399
-1.237708, 9.835213
5.111503, 82.643114
8.902171, 126.482629
5.328639, 77.192481
-9.660027, -75.123814
1.979921, 52.416194
6.734755, 93.564871
4.619634, 67.242540
8.050220, 98.771116
6.923903, 99.698604
0.522892, 25.309113
-1.830509, 6.542380
2.078888, 44.196325
5.851877, 85.087803
1.868770, 43.761891
-9.428414, -85.548786
-6.210887, -34.550864
1.444024, 33.338182
-9.151993, -70.459867
2.559510, 46.357929
-7.927388, -58.563813
-3.570421, -19.239205
3.576617, 54.874669
-2.647486, -2.243103
-4.065782, -27.182627
-6.673745, -45.579881
-9.395309, -70.987144
3.958257, 61.447537
